epoch,categorical_accuracy,loss,lr,val_5-shot_20-way_acc,val_loss
62,0.987866666666666,0.037497514270101624,0.001,0.973,0.09284203589270609
63,0.988,0.034130144205193946,0.001,0.963,0.20549467313242623
64,0.9837333333333332,0.05287186939117163,0.001,0.9785,0.09376861111815579
65,0.9870666666666666,0.0382689263211117,0.001,0.976,0.08740983850812288
66,0.9861333333333332,0.04758322230797121,0.001,0.973,0.09381980242674277
67,0.9879999999999995,0.037711812006170346,0.001,0.977,0.0769395673261609
68,0.9885333333333328,0.03406941438324179,0.001,0.974,0.09965346344239662
69,0.9837333333333333,0.05262740439934903,0.001,0.9705,0.10412453381808406
70,0.9837333333333328,0.05314486726089874,0.001,0.9595,0.21271399212329858
71,0.986133333333333,0.04024981084725918,0.001,0.9695,0.1200190242784575
72,0.982533333333333,0.052842543473037455,0.001,0.974,0.09299923011268567
73,0.9866666666666665,0.037234330177241495,0.001,0.9745,0.10157254327987765
74,0.9914666666666663,0.02515621054483153,0.001,0.9735,0.10660410794248275
75,0.9881333333333329,0.03698493986457848,0.001,0.979,0.09506784312823714
76,0.9885333333333328,0.03201098133731823,0.001,0.9705,0.1059662415912531
77,0.9866666666666662,0.03922166284608277,0.001,0.9725,0.10562065397988632
78,0.9883999999999996,0.03658819343111333,0.001,0.9715,0.11944132856074534
79,0.9917333333333329,0.026378463443927372,0.001,0.9775,0.08296645831773097
80,0.9906666666666663,0.031150998909204582,0.001,0.976,0.09058456310377305
81,0.9855999999999995,0.0415192606883358,0.001,0.97,0.09907703282329566
82,0.9850666666666664,0.05087950047626186,0.001,0.9685,0.12936074416056195
83,0.9876,0.03409109720949224,0.001,0.975,0.11025287644778697
84,0.9902666666666662,0.03269048830049945,0.001,0.976,0.08420105315032367
85,0.9846666666666661,0.0472541618188483,0.001,0.9745,0.08988139999125577
86,0.9910666666666663,0.03086682911702376,0.001,0.9675,0.10638111936002241
87,0.9847999999999996,0.04466611522780444,0.001,0.971,0.09867283886734425
88,0.9870666666666661,0.040178036761300856,0.001,0.9755,0.09856468490237448
89,0.9897333333333329,0.033704333116726104,0.001,0.9825,0.07084068026307609
90,0.9869333333333331,0.04831066695125198,0.001,0.981,0.08647890522388899
91,0.9857333333333329,0.06328136404222696,0.001,0.973,0.09576018021350281
92,0.9871999999999994,0.041029812711675405,0.001,0.9785,0.10902760126741862
93,0.990933333333333,0.028977990938683286,0.001,0.979,0.10085432412366951
94,0.9842666666666665,0.046358066302245315,0.001,0.9795,0.09525525339897853
95,0.9898666666666661,0.03130281871550452,0.001,0.98,0.08839153477259912
96,0.9862666666666666,0.038521132539883346,0.001,0.971,0.11448139297139935
97,0.9842666666666663,0.04413630620756828,0.001,0.982,0.08349398638580634
98,0.9910666666666664,0.02970343977163488,0.001,0.9785,0.09004369640732497
99,0.9863999999999996,0.04704939545407128,0.001,0.9765,0.09259952731792702
100,0.9863999999999998,0.035960666331438684,0.001,0.9795,0.07858892911285255
