epoch,categorical_accuracy,loss,lr,val_1-shot_5-way_acc,val_loss
73,0.9905333333333328,0.028212721159747014,0.001,0.97,0.10869920820711251
74,0.9854666666666664,0.045227706426044775,0.001,0.964,0.11660259232036667
75,0.982933333333333,0.05079646247315247,0.001,0.968,0.10859338590401524
76,0.9887999999999993,0.032573142386855054,0.001,0.976,0.11787500643921497
77,0.9895999999999995,0.034651195057422673,0.001,0.984,0.10009315647086578
78,0.9858666666666664,0.04599348327258441,0.001,0.98,0.07583306186496079
79,0.9871999999999994,0.04401440491933703,0.001,0.97,0.10674051504172755
80,0.9904000000000001,0.028740500687405735,0.001,0.982,0.057545403413423214
81,0.990933333333333,0.033542710210703486,0.001,0.96,0.148662779178327
82,0.9801333333333331,0.04984781774962335,0.001,0.962,0.12677897081037431
83,0.9857333333333329,0.04224613522822945,0.001,0.97,0.07520261550519113
84,0.9891999999999994,0.03326930967943817,0.001,0.982,0.06629947727085551
85,0.985466666666666,0.04460994460623943,0.001,0.974,0.0868922355429855
86,0.9866666666666662,0.0371949599881933,0.001,0.978,0.07476416268748678
87,0.9874666666666662,0.03357363474472414,0.001,0.968,0.1350755596400672
88,0.9874666666666666,0.03600072003874755,0.001,0.97,0.08278114643723329
89,0.9890666666666665,0.03414213549307821,0.001,0.962,0.11908358924039276
90,0.9889333333333329,0.031128616536957768,0.001,0.968,0.12118168982224761
91,0.9894666666666663,0.03011141891817248,0.001,0.98,0.0558599856199434
92,0.986,0.04317902664925308,0.001,0.98,0.07882487507229421
93,0.9899999999999998,0.029713999772088325,0.001,0.968,0.1004888621843319
94,0.9826666666666665,0.05125588520764076,0.001,0.982,0.06768222371096089
95,0.9830666666666664,0.0561970567281567,0.001,0.958,0.11592873993586822
96,0.9906666666666664,0.02620712084282606,0.001,0.962,0.09934035694919267
97,0.9862666666666664,0.03735763226643116,0.001,0.98,0.15766434236316834
98,0.9873333333333331,0.040402916399112324,0.0005,0.978,0.06348322180010124
99,0.9915999999999997,0.026077018905892254,0.0005,0.972,0.11770808271718351
100,0.9898666666666665,0.03333524782530475,0.0005,0.976,0.15398611842630563
